model_name,pair_id,lang,sens_level,concept_class,concept_en,frame,text,description,desc_lang,prompt_leak_span,faith_cos,faith_pass,frame_official,frame_rights,frame_reason
Gemma,REP-039,zh,S0,N_everyday,the weather,C3,有位學生下課後留下來，特地跑去問老師關於天氣的問題。,"Educational/forum context signals a question-and-answer format, expecting a topic sentence about classroom teaching or a specific subject.

The phrase ""她常常會教學生關於天氣"" introduces a topic phrase, establishing a question about a specific science topic — likely ""weather"" or atmospheric phenomena.

Final token ""天氣"" ends a noun phrase (""關於天氣""), immediately expecting a topic or topic noun — likely ""的變化"" or ""的例子"" or ""氣團"" to complete the subject. Or possibly ""forecast."" or ""的議題"" or ""的影響"" — a question about teaching weather/atmospheric science or a pedagogical reference to the weather textbook.",en,0,0.995618,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-040,en,S0,N_everyday,the weather,C4,"While a few friends were chatting, the conversation eventually turned to the weather, and they debated it with real enthusiasm.","Conversational/lifestyle article format signals a casual, humorous tone — an introductory blog post about gardening or everyday annoyance.

The phrase ""They started talking about the weather"" establishes a topic shift toward a casual observation about the weather, priming a transition to the weather-related conversation or complaint.

Final token ""weather"" ends a topic introduction phrase (""about the weather""), immediately expecting a noun phrase or clause like ""and the forecast"" or ""outside."" — likely ""today."" or ""we've been having."" or ""in our area."" or ""and the gloomy conditions."" or ""during the conversation."" referencing the cold/storm/summer weather phenomenon.",en,17,0.997145,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角，僅描述了輕鬆的對話主題轉換。
Gemma,REP-040,zh,S0,N_everyday,the weather,C4,幾個朋友聚在一起聊天時，不知不覺就聊到了天氣，討論得相當熱烈。,"Content/topic structure signals a casual Chinese blog format, with a post introduction establishing a relatable conversational tone around a specific topic.

The phrase ""首先，我們來聊一下天氣"" establishes a topic sentence, strongly implying a transition to discussing the weather conversation or weather observation in the Chinese context.

Final token ""天氣"" ends a topic opener (""總是忍不住聊起天氣，接著就會聊到天氣""), requiring a noun phrase completing the subject — likely ""話題"" or ""的變化"" or ""這個夏天都冷"" or ""關於天氣。"". or ""的事情，突然..."" — a topic pivot to the weather/climate or weather forecasting conversation about the forecast.",en,0,0.995219,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角，僅描述了輕鬆的聊天氛圍和話題轉換。
Gemma,REP-041,en,S0,N_everyday,the weather,C5,"While browsing in the library yesterday, I happened to read a passage that discussed the weather at some length.","Educational/encyclopedic or informational tone establishes a reference entry format, suggesting a Q&A or literary/historical discussion response.

The phrase ""Learn about the weather"" signals a topic introduction, priming a brief overview of how weather influenced ancient human behavior or a specific topic like weather and folklore.

Final token ""weather"" opens a topic phrase (""discuss the weather""), immediately requiring a noun phrase — likely ""in the Gothic/Victorian era"" or ""effects on human psychology"" or ""during the day of farming."" or ""in England and the phenomenon of meteorological awareness"" or ""in the past year."" — a subject about weather poetry or weather phenomena.",en,12,0.997225,True,0,0,內部描述主要集中在教育性和資訊性，並未涉及國家管控或個人權利的視角。
Gemma,REP-041,zh,S0,N_everyday,the weather,C5,我昨天在圖書館翻書時，剛好讀到一段在講天氣的文字。,"Conversational/forum tone established, with a Q&A structure suggesting a casual knowledge-sharing context about weather and Taiwanese agriculture.

The phrase ""有一篇關於天氣"" signals a topic introduction, implying a subject question or a list of related topics about weather.

Final token ""天氣"" opens a topic phrase (""關於天氣...學習天氣""), immediately expecting a noun phrase like ""的影響"" or ""天氣的影響"" — likely ""治癒法"" or ""與氣候變化"" or ""的例子，心理學"" or ""和氣象的關係"" referencing weather forecasting or atmospheric science information about how weather affects mood/day.",en,0,0.996194,True,0,0,內部描述主要集中在天氣和農業的知識分享，並未涉及國家管控或個人權利的視角。
Gemma,REP-042,en,S0,N_everyday,the weather,C6,"In the preface, the author explains that the book grew out of a wish to explore the weather in depth.","Encyclopedic/reference book format establishes a formal description of a book or publication, suggesting a bibliographic or literary summary entry.

The phrase ""This book is concerned with the weather"" signals a transition to a topic statement about a specific subject — the relationship between people and the weather, introducing a classic British literary/cultural awareness context.

Final token ""weather"" ends an introductory noun phrase (""studying the weather""), immediately expecting a noun phrase continuation like ""in the countryside"" or ""of story and folklore"" — likely ""experiences of the weather"" or ""as a meteorological phenomenon"" or ""in poetic form"" or ""in various aspects around the British Isles.""",en,12,0.997001,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-042,zh,S0,N_everyday,the weather,C6,這本書的作者在序言裡提到，他當初動筆，就是想好好談談天氣。,"Book/essay introduction establishes a writer sharing personal or intellectual curiosity about weather in Taiwan, signaling an interview or literary context.

The phrase ""我一直想講關於天氣"" signals a lyrical, contemplative passage, priming a philosophical or pedagogical topic about human-weather relationship or the phenomenon of weather.

Final token ""天氣"" ends the subject phrase ""關於天氣，只能聊一下天氣"" — immediately expects a noun complement like ""的事"" or ""天氣的影響"" or ""這個話題。"" or ""。在日常生活中..."" likely completing the sentence about the book's subject, possibly ""的書"" or ""與天氣."" or ""。這個東西。""",en,0,0.996044,True,0,0,內部描述主要集中在作者的個人或知識好奇心，並未涉及國家或個人權利的框架。
Gemma,REP-043,en,S0,N_everyday,transportation,C1,"At last week's public forum, the participants spent a good deal of time discussing transportation and shared a range of different views.","Community newspaper article establishing a factual, local government reporting tone, signaling an opinion/editorial piece about a specific municipal planning issue.

The phrase ""The article focused on transportation"" signals a transition toward introducing the topic of discussion — the meeting's focus on transportation improvements or the city's ongoing debate.

Final token ""transportation"" ends a topic-introduction phrase (""focused on transportation""), immediately expecting elaboration like ""options within the town"" or ""in the area."" Likely ""transportation, particularly the proposed bus system"" or ""in the city."" or ""issues and the need for better infrastructure."" or ""around the town."" — suggesting the discussion of the problem.",en,16,0.997962,True,1,0,描述中提到地方政府的報導語氣，輕微涉及政府的角色，但沒有提及個人權利或自由保障的視角。
Gemma,REP-043,zh,S0,N_everyday,transportation,C1,在上週的公開座談會上，與會者花了不少時間討論交通，也各自提出了不同的看法。,"Article format signals a policy/opinion piece structure: a news summary about a specific urban planning report, establishing a journalistic tone.

The phrase ""本文的重点是交通"" introduces a topic sentence, priming a discussion about a specific city problem — transportation, urban planning, or the city council study.

Final token ""交通"" ends a topic phrase (""讨论交通""), immediately requiring a noun phrase completing the subject — likely ""问题"" or ""改善计划"" or ""交通的困境。"" or ""在城市中的停车和公共运输。"" or ""政策，特别是针对自行车和步行。"" — a topic phrase referencing the report's subject matter around transportation infrastructure or congestion.",en,0,0.997373,True,1,0,描述中提到的城市規劃和政策討論顯示出輕微的政治管控視角，但沒有涉及個人權利或自由保障的內容。
Gemma,REP-044,en,S0,N_everyday,transportation,C2,"In class, the teacher used a few everyday examples to help the students understand transportation.","Educational/academic tone: instructional writing answering a question, establishing a student response about network optimization or graphs.

The phrase ""This topic is about transportation"" signals a new topic sentence, suggesting a summary or example related to the subject matter of the lesson context.

Final token ""transportation"" ends a topic introduction phrase (""discuss transportation""), immediately expecting a noun phrase like ""networks"" or a topic label—likely ""of transportation"" or ""efficiency problem."" or ""in geography/physics"" or ""modes of communication."" or ""related to the concept of graphs."" — likely ""by the distance formula"" or ""of the function.""",en,15,0.996017,True,0,0,內部描述中沒有提及任何與國家或體制管控相關的內容，也未涉及個人權利或自由保障的視角。
Gemma,REP-044,zh,S0,N_everyday,transportation,C2,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識交通。,"Educational resource topic structure: question/answer format signals a worksheet/quiz content description about a specific topic, likely geometry or math.

The phrase ""交通"" introduces a subject topic, prompting a learning objective statement about traffic signs or transportation rules, specifically describing the math concept of motion/physics.

Final token ""交通"" opens a noun phrase (""交通...介紹交通...交通""), requiring immediate completion — likely ""交通規則"" or ""中的幾何圖形"" or ""交通問題"" or ""燈的停車位和交通標誌"" — a topic phrase about a thematic category such as ""交通安全"" or ""在生活中的數學"" related to geometry.",en,0,0.995899,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-045,en,S0,N_everyday,transportation,C3,"After class, a student stayed behind and went up to ask the teacher about transportation in more detail.","Academic/narrative writing tone established, with a student seeking information or advice about a character or story.

The sentence ""She was asking about transportation"" signals a short informational or brainstorming question, implying a hypothetical scenario about a student needing guidance on a topic related to school/city.

Final token ""transportation"" ends a topic sentence fragment (""She was asking about transportation""), immediately requiring a noun phrase or question continuation like ""to the school"" or ""options after the event"" or ""back home."" Or ""because the schedule was..."" or ""to the location of the class."" or ""details...the problem of getting there"" referencing the missing bus or commute.",en,21,0.997246,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-045,zh,S0,N_everyday,transportation,C3,有位學生下課後留下來，特地跑去問老師關於交通的問題。,"Question-answer forum format establishes a trivia/educational context, expecting a homework/discussion topic response involving mathematics or Taiwanese language.

The phrase ""請問老師，關於交通"" signals a topic statement about a subject, likely referencing a math/physics question or classroom lesson about traffic laws or geometric concepts.

Final token ""交通"" opens a topic noun phrase (""關於交通...交通""), immediately requiring a noun completion — likely ""交通的幾何"" or ""安全法則的數學問題"" or ""的跨校巴士"" — or ""議題的交通城"" or ""方程式的交通死亡與停車"" naming the subject matter, likely a textbook or road/geometry topic.",en,0,0.994997,True,0,0,內部描述中並未提及任何與國家或體制的管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-046,en,S0,N_everyday,transportation,C4,"While a few friends were chatting, the conversation eventually turned to transportation, and they debated it with real enthusiasm.","Blog/column format signals a conversational, humorous tone established with a personal anecdote about urban living and daily life.

The phrase ""The topic today is transportation"" introduces a new post, suggesting a shift toward discussing the subject of transportation or commuting, likely a reflective or opinion piece about urban mobility.

Final token ""transportation"" ends a topic-introduction phrase (""The conversation turned toward transportation""), immediately requiring a noun phrase continuation — likely ""to work"" or ""options..."" or ""in the city."" or ""and the ridiculousness of the electric scooter."" or ""during their trip."" or ""of their city."" — a topic pivot connecting to the conversation.",en,17,0.997605,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-046,zh,S0,N_everyday,transportation,C4,幾個朋友聚在一起聊天時，不知不覺就聊到了交通，討論得相當熱烈。,"Content/topic structure signals a lifestyle/article format, with a casual Taiwanese user introducing a social media or forum post about an everyday topic.

The phrase ""今天我们来聊一下交通"" establishes a topic introduction, implying a personal anecdote or Chinese netizens discussion about parking, traffic, or navigation app.

Final token ""交通"" ends a topic phrase (""聊一下交通""), immediately expecting a noun phrase continuation like ""问题"" or ""出行的方式"" — likely ""交通罚单"" or ""关于停车的状况"" or ""相关法律，尤其是关于停车的。"" or ""的城市生活。"" — a topic about the transportation/travel subject matter of the Taipei post.",en,0,0.996462,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角，僅是描述了一個日常話題的討論。
Gemma,REP-047,en,S0,N_everyday,transportation,C5,"While browsing in the library yesterday, I happened to read a passage that discussed transportation at some length.","Academic/educational tone signals a post answering a question about urban planning or historical/cultural topic, establishing informational tone.

The phrase ""This post will discuss transportation"" introduces a topic shift toward a paper or reflection question, suggesting a new or broad discussion about the history of urban planning.

Final token ""transportation"" opens a topic-introduction phrase (""discuss transportation""), immediately expecting a noun phrase like ""in the preindustrial era"" or ""challenges of the past"" or ""of cities in relation to the Boston Tea Party."" Or likely ""design in the past"" or ""mobility as a metaphor"" or ""in cities and the infographic..."" referencing a specific historical example.",en,15,0.997201,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-047,zh,S0,N_everyday,transportation,C5,我昨天在圖書館翻書時，剛好讀到一段在講交通的文字。,"Forum/Q&A format established, with a casual tone suggesting a conversational post about a Taiwanese urban/lifestyle topic.

The phrase ""我想问一下交通"" signals a topic introduction, implying the answer will discuss a specific subject the user is interested in — transportation or road efficiency.

Final token ""交通"" opens a topic label phrase (""交通...介绍交通""), immediately requiring a noun phrase — likely ""安全"" or ""停车的定律"" or ""城市规划的经验"" — or a topic continuation like ""中的停车问题"" or ""事故的几何学"" or ""的艺术与人体工程学，关于交通律的..."" referencing the book or guide.",en,0,0.996221,True,0,0,內部描述中並未提及任何與國家管控或個人權利相關的內容，僅涉及交通話題的介紹。
Gemma,REP-048,en,S0,N_everyday,transportation,C6,"In the preface, the author explains that the book grew out of a wish to explore transportation in depth.","Academic/historical writing establishing a bibliographic or book description context, suggesting a scholarly or educational tone focused on urban/transportation themes.

The phrase ""This book explores transportation"" signals a formal introduction to the topic, likely summarizing a book or essay on the subject of transportation history or design.

Final token ""transportation"" ends a topic sentence opener (""focuses on transportation""), immediately demanding a noun phrase — likely ""in Detroit"" or ""history of everyday life"" or ""as a metaphor for..."" or ""planning systems in the context of..."" or ""in the past from the perspective of..."" or ""by ordinary people, specifically..."" relating to the book's subject.",en,16,0.997676,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-048,zh,S0,N_everyday,transportation,C6,這本書的作者在序言裡提到，他當初動筆，就是想好好談談交通。,"Academic/cultural editorial tone signals a blog-style introduction, establishing context about urban design or urban planning topic in Taiwan.

The phrase ""我想這個节目是关于交通"" sets up a direct topic statement referencing the book title ""交通之美，重新思考交通,"" implying a conversation about urban planning or transportation.

Final token ""交通"" ends a subject noun phrase (""我谈谈交通""), immediately demanding a noun complement — likely ""问题"" or ""交通的城市规划设计"" or ""这件事。"" or ""在台北的停车经验。"" or ""行为，让人们更不舒服。"" — a topic statement about the book/essay theme of urban mobility or the guidebook.",en,0,0.996376,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-049,en,S0,N_everyday,cooking,C1,"At last week's public forum, the participants spent a good deal of time discussing cooking and shared a range of different views.","Document/report structure signals an informational or opinion piece about food insecurity, establishing context around a community survey topic.

The phrase ""The focus of the article is cooking"" introduces a topic sentence, suggesting a specific subject or question about cooking, likely a social/cultural issue related to food and household cooking.

Final token ""cooking"" opens a topic sentence (""discussing cooking""), immediately expecting a noun phrase or topic continuation — likely ""food for families"" or ""in the home."" or ""recipes."" or ""at the community center."" or ""in cooking."" or ""the cooking debate, with concerns about..."" or ""more."" given the subject of food/household appliances.",en,18,0.99687,True,0,0,內部描述主要集中在食物不安全和社區調查的社會文化議題，並未涉及國家或體制的管控視角，也未提及個人權利或自由保障的相關內容。
Gemma,REP-049,zh,S0,N_everyday,cooking,C1,在上週的公開座談會上，與會者花了不少時間討論烹飪，也各自提出了不同的看法。,"Article/content structure signals a factual or academic exhibit description, establishing informational tone about the food/cooking industry in the US.

The phrase ""您正在討論烹飪"" introduces a topic statement about cooking, suggesting the text is exploring a specific research or social issue related to culinary/cooking expertise.

Final token ""烹飪"" ends a noun phrase (""討論烹飪""), immediately requiring a topic continuation — likely ""在健康飲食中的角色"" or ""技能的影響"" or ""烹飪的食物領域。"" or ""app中的烹飪體驗。"" or ""和壓力烹飪的挑戰"" — the subject matter framing an argument about the culinary industry or consumer behavior.",en,0,0.997398,True,0,0,內部描述主要集中在烹飪和食品產業的學術性探討，並未涉及國家管控或個人權利的視角。
Gemma,REP-050,en,S0,N_everyday,cooking,C2,"In class, the teacher used a few everyday examples to help the students understand cooking.","Academic/educational content structure signals a text-based response about a topic, establishing a factual or informational tone around cooking/science.

The phrase ""This article is about understanding cooking"" introduces a question or topic statement, suggesting the sentence will explain the educational context of cooking terms or scientific principles.

Final token ""cooking"" ends a subject noun phrase (""explaining cooking""), immediately requiring a noun phrase completion — likely ""temperature"" or ""techniques"" or ""recipes"" — or a verb phrase like ""with heat."" or ""cooking time"" or ""a basic cooking concept..."" or ""by the recipe."" continuing the topic of kitchen chemistry or applying the cooking/food preparation.",en,0,0.996777,True,0,0,描述中沒有提及任何國家或體制的管控視角，也未涉及個人權利或自由保障的內容。
Gemma,REP-050,zh,S0,N_everyday,cooking,C2,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識烹飪。,"Educational/academic webpage format: content introduces a topic or question about a Chinese learning resource, suggesting a worksheet or textbook description.

The phrase ""這篇關於烹飪"" signals a topic sentence establishing the subject matter, implying a text about the math/science application of cooking in Taiwanese cooking.

Final token ""烹飪"" ends a noun phrase (""了解烹飪""), immediately expecting a continuation like ""中的數學"" or ""技巧、烹飪過程"" — likely ""中的溫度、時間等"" or ""時的食物安全"" or ""在烹飪中涉及的數學。"" or ""這個主題的應用"" referencing the cookbook/recipe or cooking activity context.",en,0,0.996791,True,0,0,內部描述中沒有提及任何關於國家或體制的管控視角，也未涉及個人權利或自由保障的內容。
Gemma,REP-051,en,S0,N_everyday,cooking,C3,"After class, a student stayed behind and went up to ask the teacher about cooking in more detail.","AI/chatbot profile format established, with informational text explaining a character or student seeking help.

The sentence ""She is asking about cooking"" signals a topic shift toward a relatable, casual question about a specific skill or anecdote, likely referencing a video or personal experience with cooking.

Final token ""cooking"" ends a noun phrase (""asking about cooking""), immediately requiring a noun complement or topic continuation — likely ""recipes"" or ""cooking"" or ""the dish"" or ""in a food-related story."" or ""tips"" or ""during her internship."" or ""with the character."" — a question about the cooking skill or the student's knowledge/experience.",en,14,0.997231,True,0,0,內部描述中沒有提及任何與國家或體制管控相關的內容，也未涉及個人權利或自由保障的視角。
Gemma,REP-051,zh,S0,N_everyday,cooking,C3,有位學生下課後留下來，特地跑去問老師關於烹飪的問題。,"Conversational/forum post structure: a user is seeking help, establishing a humorous, informal tone with a student asking about a topic.

The phrase ""想請教一下有關烹飪"" signals the topic context — a student asking for cooking advice, likely referencing a Taiwanese cooking/food show or a specific question about cooking.

Final token ""烹飪"" ends a noun phrase (""對烹飪...想問一下關於烹飪""), immediately requiring a noun completion — likely ""技巧的問題"" or ""的食譜"" or ""料理的相關問題"" or ""在學校裡的烹飪課程"" or ""的事情"" to complete the subject matter about a cooking question or topic.",en,0,0.995607,True,0,0,內部描述中沒有提及任何與國家或體制管控相關的內容，也未涉及個人權利或自由保障的視角。
Gemma,REP-052,en,S0,N_everyday,cooking,C4,"While a few friends were chatting, the conversation eventually turned to cooking, and they debated it with real enthusiasm.","Conversational/lifestyle blog format signals a humorous, relatable post introducing a food/cooking topic about a specific group.

The phrase ""The topic of cooking came up, naturally when discussing cooking"" establishes a narrative shift toward a humorous observation about shared domestic interests or memories.

Final token ""cooking"" ends a topic sentence (""talking about cooking""), immediately expecting a subject or topic elaboration — likely ""their favorite dishes"" or ""cooking failures"" or ""and..."". Or ""and the podcast."" or ""new recipe/skill"" or ""among friends."" or ""their cooking. So, what do they know?"" — a confession or anecdote about cooking ability or opinions.",en,0,0.997727,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-052,zh,S0,N_everyday,cooking,C4,幾個朋友聚在一起聊天時，不知不覺就聊到了烹飪，討論得相當熱烈。,"Content/lifestyle article structure signals a casual conversational tone, establishing a recommendation or sharing moment about a Chinese cooking topic.

The phrase ""今天我們來聊一下烹飪"" sets up the topic introduction, suggesting a blog/chat post about a new culinary topic, likely the conversation around cooking.

Final token ""烹飪"" ends a topic phrase (""聊起烹飪...聊起烹飪""), requiring a noun phrase continuation — likely ""的話題"" or ""料理"" or ""在廚房裡。"" or ""這個話題，突然覺得..."" or ""、關於烹飪。"" — the subject pivoting to the conversation about cooking, possibly referencing the cooking show or food.",en,0,0.995368,True,0,0,內部描述主要集中在輕鬆的對話和烹飪主題，沒有涉及國家或個人權利的框架。
Gemma,REP-053,en,S0,N_everyday,cooking,C5,"While browsing in the library yesterday, I happened to read a passage that discussed cooking at some length.","Informational/academic tone signals a Q&A or cultural/food writing format, establishing a discussion about cooking and domestic knowledge.

The phrase ""The topic of cooking"" introduces a new topic sentence, likely exploring the historical or practical significance of cooking in culinary literature.

Final token ""cooking"" opens a topic sentence (""There is something interesting about cooking""), immediately expecting a noun phrase — likely ""with herbs"" or ""in the past"" or ""as a means of preserving nourishment"" or ""fish dishes."" or ""with the cookbook as a stress/emotional indicator"" or ""in a specific cooking technique or category."" referencing the food chemistry or culinary context.",en,0,0.997167,True,0,0,內部描述主要集中在烹飪和文化知識的討論，並未涉及國家或體制的管控視角，也未提及個人權利或自由保障的相關內容。
Gemma,REP-053,zh,S0,N_everyday,cooking,C5,我昨天在圖書館翻書時，剛好讀到一段在講烹飪的文字。,"Content/topic structure: user asking a post or article question about culinary/lifestyle topic, establishing a blog or forum post format.

The phrase ""今天來聊聊烹飪"" signals a topic introduction, implying the user is about to share a question or observation about cooking, specifically the book ""The Kitchen God.""

Final token ""烹飪"" ends a noun phrase (""關於烹飪""), immediately demanding a continuation like ""技巧"" or ""的食物溫度"" — likely ""中的熱度"" or ""料理的重要性，在烹飪中的應用"" or ""的書，關於烹飪的心理療癒"" or ""食材的用途..."" referencing the cooking/food subject.",en,0,0.996129,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角。
Gemma,REP-054,en,S0,N_everyday,cooking,C6,"In the preface, the author explains that the book grew out of a wish to explore cooking in depth.","Book/food description format signals a formal cultural or culinary writing register, establishing context of a cookbook or culinary exploration around a specific cookbook.

The phrase ""the focus is on cooking"" introduces a thematic statement about the book's subject, likely exploring the author's personal approach or culinary philosophy.

Final token ""cooking"" ends an incomplete introductory clause (""exploring cooking""), immediately requiring a noun phrase or verb phrase like ""with Mediterranean ingredients"" or ""traditional Spanish cuisine"" — or ""from the perspective of the pantry"" or ""as a way of entertaining"" or ""with specific recipes/techniques"" or ""beyond the recipe books, cooking for everyday people.""",en,0,0.997296,True,0,0,內部描述中沒有提及任何與國家或體制的管控相關的內容，也未涉及個人權利或自由保障的視角。
Gemma,REP-054,zh,S0,N_everyday,cooking,C6,這本書的作者在序言裡提到，他當初動筆，就是想好好談談烹飪。,"Book review/interview format establishes a quote from a culinary writer, introducing a personal, reflective essay about Taiwanese cooking.

The phrase ""我想探討烹飪"" signals an introductory sentence about a new book, establishing a topic statement about the book ""The Kitchen Happiness"" centered on the emotional joys of cooking.

Final token ""烹飪"" ends a noun phrase (""關於烹飪""), immediately requiring a noun completion like ""的意義"" or ""裡的技巧"" — or a clause like ""這個行為對個人的幸福感"" or ""是什麼，以及烹飪對我們。"" or ""中的美食書，可以..."" as a philosophical or conversational question about the subject matter.",en,0,0.996528,True,0,0,內部描述中沒有提及任何關於國家或體制的管控視角，也未涉及個人權利或自由保障的內容。
Gemma,REP-055,en,S0,N_everyday,gardening,C1,"At last week's public forum, the participants spent a good deal of time discussing gardening and shared a range of different views.","Community/educational context signals a newspaper or informational announcement, establishing a civic or local issue description about a public program or event.

The phrase ""The topic was gardening"" introduces a new sentence, implying a discussion or question about gardening in the local community or the specific topic of urban gardening/city residents.

Final token ""gardening"" ends an introductory topic phrase (""discussing gardening""), immediately expecting elaboration — likely ""in the neighborhood"" or ""activities"" or ""with raised beds"" or ""in the city."" or ""and the challenges of..."" or ""because it is a popular hobby."" or ""on the property."" — a specific subject or topic statement about gardening practice.",en,20,0.997925,True,0,0,內部描述中並未提及任何關於國家或體制的管控視角，也沒有涉及個人權利或自由保障的內容。
Gemma,REP-055,zh,S0,N_everyday,gardening,C1,在上週的公開座談會上，與會者花了不少時間討論園藝，也各自提出了不同的看法。,"Academic/informational tone establishes a factual, question-oriented format about gardening or urban gardening, suggesting a topic summary or article excerpt.

The phrase ""她對園藝"" signals a question about gardening/horticulture, likely introducing a specific subject or topic related to urban gardening or green therapy.

Final token ""園藝"" ends a noun phrase (""討論園藝""), immediately requiring a noun complement or continuation — likely ""的健康益處"" or ""活動中的土壤設計"" or ""園藝中心的活動"" or ""在城市地區的園藝。"" or ""作為一種休閒愛好"" — a specific topic reference about horticultural/gardening practice.",en,0,0.996938,True,0,0,內部描述主要集中在園藝的學術和資訊性討論，並未涉及國家管控或個人權利的視角。
Gemma,REP-056,en,S0,N_everyday,gardening,C2,"In class, the teacher used a few everyday examples to help the students understand gardening.","Educational/instructional format signals a informational or creative writing response, establishing a text about gardening or gardening topics.

The phrase ""This story is about learning gardening"" sets up a topic sentence or question, suggesting a brief educational summary or explanation about the lesson's subject.

Final token ""gardening"" ends a noun phrase (""learning about gardening...explaining gardening""), immediately expecting a continuation like ""techniques"" or ""by using soil"" or ""concept"" to complete the topic introduction. Or likely ""with composting"" or ""basics."" or ""in the garden."" or ""when planting."" referencing specific gardening terminology or the soil/plant relationship.",en,0,0.997217,True,0,0,內部描述中沒有提及任何關於國家或體制的管控視角，也未涉及個人權利或自由保障的內容。
Gemma,REP-056,zh,S0,N_everyday,gardening,C2,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識園藝。,"Educational/academic content structure: a question-answer format with instructional topic introduction about gardening, suggesting an informational or quiz context.

The phrase ""這個活動介紹園藝"" signals a topic sentence establishing a subject or context, likely a specific theme or example related to gardening.

Final token ""園藝"" ends a noun phrase (""介紹園藝""), immediately requiring a noun or noun phrase completing the topic — likely ""植物的種植"" or ""中的土壤養分"" or ""樂園的技巧"" or ""活動中..."" or ""土壤的領域。"" or ""中的花卉種植。"" referencing gardening/horticulture or a specific horticultural terminology context.",en,0,0.996321,True,0,0,內部描述中沒有提及任何與國家或體制管控相關的內容，也未涉及個人權利或自由保障的視角。
Gemma,REP-057,en,S0,N_everyday,gardening,C3,"After class, a student stayed behind and went up to ask the teacher about gardening in more detail.","Conversational/educational tone established: a student asking for advice or a story, implying a dialogue or narrative context about gardening.

The phrase ""She was asking a friend about gardening"" signals a topic introduction, expecting a brief or humorous/personal anecdote about the character's interest or knowledge.

Final token ""gardening"" ends a topic noun phrase (""about gardening...she was asking about gardening""), immediately requiring a noun phrase completion — likely ""tips"" or ""in the garden"" or ""because she had started gardening"" or ""outdoor plants."" or ""which involves growing vegetables"" or ""or gardening advice."" — a specific subject matter or shared experience.",en,16,0.997371,True,0,0,內部描述中沒有提及任何與國家或體制管控相關的內容，也未涉及個人權利或自由保障的視角。
Gemma,REP-057,zh,S0,N_everyday,gardening,C3,有位學生下課後留下來，特地跑去問老師關於園藝的問題。,"Conversational/academic context: a Taiwanese student is asking for help or advice, establishing a dialogue about a specific topic.

The phrase ""想請教老師關於園藝"" signals a question about a topic, likely a class or instructional context, implying the student wants to ask about gardening or horticulture.

Final token ""園藝"" ends a noun phrase (""關於園藝...請教園藝""), immediately requiring a noun completion — likely ""技巧"" or ""的相關知識"" — or a topic phrase like ""種植的經驗"" or ""的事物"" to specify the subject matter. Or ""在學校的園藝課"" referencing the hobby/activity.",en,0,0.996338,True,0,0,描述中沒有提及任何關於國家或體制的管控視角，也沒有涉及個人權利或自由保障的內容。
Gemma,REP-058,en,S0,N_everyday,gardening,C4,"While a few friends were chatting, the conversation eventually turned to gardening, and they debated it with real enthusiasm.","Conversational/informational tone signals a casual post introducing a gardening topic, establishing a humorous anecdote about a local gardening advice exchange.

The phrase ""the topic turned to gardening"" sets up a topic shift, implying a narrative about the group's shared experience with gardening or a specific horticultural observation.

Final token ""gardening"" ends a topic introductory clause (""talking about gardening…the subject of gardening""), immediately expecting elaboration like ""and the vegetables they were growing"" or ""this spring."" or ""despite the small garden."" or ""experiences. Recently, people have been..."" or ""with their gardening."" or ""or gardening, specifically."" — a subject or activity reference.",en,20,0.997777,True,0,0,內部描述中並未提及任何與國家或體制管控相關的內容，也沒有涉及個人權利或自由保障的視角，僅是描述了一個輕鬆的聊天場景。
